ts,run_id,generator,client_ip,method,path,payload,expected_label,attack_type,status,blocked,score,rule_score,ml_score,alerts,latency_ms,error
2026-08-22T15:02:35.984321+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=reese.wright34@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,2.07,
2026-08-22T15:02:36.096004+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=hayden.king16@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,3.93,
2026-08-22T15:02:36.221647+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=sam.king38@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,2.29,
2026-08-22T15:02:36.390619+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=sage.nelson47@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,5.16,
2026-08-22T15:02:36.548861+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=riley.adams9@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,3.75,
2026-08-22T15:02:36.681307+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=jamie.baker38@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,7.01,
2026-08-22T15:02:36.847221+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=jamie.nelson13@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,7.41,
2026-08-22T15:02:37.030487+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=avery.young82@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,4.6,
2026-08-22T15:02:37.139716+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=casey.clark46@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,3.3,
2026-08-22T15:02:37.323160+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=avery.adams88@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,5.44,
2026-08-22T15:02:37.496401+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=sam.wright82@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,4.85,
2026-08-22T15:02:37.635897+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=emerson.adams32@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,3.54,
2026-08-22T15:02:37.758649+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=hayden.hall35@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,3.45,
2026-08-22T15:02:37.953622+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=emerson.brown88@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,3.31,
2026-08-22T15:02:38.092797+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=jordan.brown5@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,3.45,
2026-08-22T15:02:38.210985+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=skyler.wilson9@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,4.2,
2026-08-22T15:02:38.330179+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=finley.adams41@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,4.81,
2026-08-22T15:02:38.515458+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=parker.hall83@example.com,1,credential_stuffing,403,1,1.0,1.0,,AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,3.7,
2026-08-22T15:02:38.678638+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=morgan.wilson18@example.com,1,credential_stuffing,403,1,1.0,1.0,,RATE_ELEVATED|AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,3.54,
2026-08-22T15:02:38.861177+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=emerson.king34@example.com,1,credential_stuffing,403,1,1.0,1.0,,RATE_ELEVATED|AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,3.47,
2026-08-22T15:02:39.034642+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=finley.hall75@example.com,1,credential_stuffing,403,1,1.0,1.0,,RATE_ELEVATED|AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,2.47,
2026-08-22T15:02:39.191401+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=reese.brown18@example.com,1,credential_stuffing,403,1,1.0,1.0,,RATE_ELEVATED|AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,3.11,
2026-08-22T15:02:39.387465+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=parker.jones97@example.com,1,credential_stuffing,403,1,1.0,1.0,,RATE_ELEVATED|AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,2.96,
2026-08-22T15:02:39.530850+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=taylor.lee81@example.com,1,credential_stuffing,403,1,1.0,1.0,,RATE_ELEVATED|AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,3.82,
2026-08-22T15:02:39.688204+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=cameron.wright9@example.com,1,credential_stuffing,403,1,1.0,1.0,,RATE_ELEVATED|AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,2.38,
2026-08-22T15:02:39.870792+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=skyler.wright60@example.com,1,credential_stuffing,403,1,1.0,1.0,,RATE_ELEVATED|AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,2.52,
2026-08-22T15:02:40.034563+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=avery.king2@example.com,1,credential_stuffing,403,1,1.0,1.0,,RATE_ELEVATED|AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,2.72,
2026-08-22T15:02:40.219923+00:00,20260822-150232,credential_stuffing,203.0.113.1,POST,/api/auth/login,username=taylor.green69@example.com,1,credential_stuffing,403,1,1.0,1.0,,RATE_ELEVATED|AUTH_FAILURE_RATIO|CREDENTIAL_STUFFING|USERNAME_SPRAY,2.41,
