ts,run_id,generator,client_ip,method,path,payload,expected_label,attack_type,status,blocked,score,rule_score,ml_score,alerts,latency_ms,error
2026-09-09T13:08:53.425976+00:00,20260909-183845,benign,203.0.113.1,GET,/api/search/vulnerable,gaming keyboard,0,none,200,0,0.4805,0.0,0.74,,112.9,
2026-09-09T13:08:53.949247+00:00,20260909-183845,benign,203.0.113.1,GET,/api/search/vulnerable,mouse,0,none,200,0,0.2751,0.0,0.4237,,53.25,
2026-09-09T13:08:54.250371+00:00,20260909-183845,benign,203.0.113.1,GET,/api/orders/102,,0,none,401,0,0.0,0.0,,,4.6,
2026-09-09T13:08:54.768683+00:00,20260909-183845,benign,203.0.113.2,GET,/api/search/vulnerable,usb-c hub,0,none,403,1,0.7956,0.0,0.906,,50.1,
2026-09-09T13:08:55.045582+00:00,20260909-183845,benign,203.0.113.2,GET,/api/search/vulnerable,usb   hub,0,none,200,0,0.3673,0.0,0.5656,,55.13,
2026-09-09T13:08:55.291781+00:00,20260909-183845,benign,203.0.113.2,GET,/api/orders/102,,0,none,401,0,0.0,0.0,,,2.93,
2026-09-09T13:08:55.734770+00:00,20260909-183845,benign,203.0.113.3,GET,/api/search/vulnerable,mouse,0,none,200,0,0.28,0.0,0.4312,,55.46,
2026-09-09T13:08:56.246499+00:00,20260909-183845,benign,203.0.113.3,GET,/api/search/vulnerable,logitech's mx master,0,none,403,1,0.7282,0.0,0.875,,50.29,
2026-09-09T13:08:56.704204+00:00,20260909-183845,benign,203.0.113.3,GET,/api/orders/417,,0,none,401,0,0.0,0.0,,,1.92,
2026-09-09T13:08:57.044519+00:00,20260909-183845,benign,203.0.113.4,GET,/api/search/vulnerable,rating >= 4,0,none,200,0,0.6371,0.0,0.8331,,52.47,
2026-09-09T13:08:57.570746+00:00,20260909-183845,benign,203.0.113.4,GET,/api/search/vulnerable,laptop,0,none,200,0,0.4397,0.0,0.6771,,50.23,
2026-09-09T13:08:57.839293+00:00,20260909-183845,benign,203.0.113.4,GET,/api/orders/417,,0,none,401,0,0.0,0.0,,,2.18,
2026-09-09T13:08:58.245517+00:00,20260909-183845,benign,203.0.113.5,GET,/api/search/vulnerable,monitor arm,0,none,200,0,0.1725,0.0,0.2656,,76.29,
2026-09-09T13:08:58.841331+00:00,20260909-183845,benign,203.0.113.5,GET,/api/search/vulnerable,children's tablet,0,none,200,0,0.5097,0.0,0.7744,,49.51,
2026-09-09T13:08:59.171531+00:00,20260909-183845,benign,203.0.113.5,GET,/api/orders/101,,0,none,401,0,0.0,0.0,,,1.94,
2026-09-09T13:08:59.580102+00:00,20260909-183845,benign,203.0.113.6,GET,/api/search/vulnerable,android charger,0,none,200,0,0.1888,0.0,0.2907,,65.02,
2026-09-09T13:09:00.121841+00:00,20260909-183845,benign,203.0.113.6,GET,/api/search/vulnerable,price < 100,0,none,200,0,0.4577,0.0,0.7049,,48.75,
2026-09-09T13:09:00.590025+00:00,20260909-183845,benign,203.0.113.6,GET,/api/orders/888,,0,none,401,0,0.0,0.0,,,2.26,
2026-09-09T13:09:00.901821+00:00,20260909-183845,benign,203.0.113.7,GET,/api/search/vulnerable,creative mouse pad,0,none,200,0,0.1429,0.0,0.2201,,57.41,
2026-09-09T13:09:01.355658+00:00,20260909-183845,benign,203.0.113.7,GET,/api/search/vulnerable,usb-c hub,0,none,200,0,0.6911,0.0,0.8579,,50.15,
2026-09-09T13:09:01.858383+00:00,20260909-183845,benign,203.0.113.7,GET,/api/orders/888,,0,none,401,0,0.0,0.0,,,2.15,
2026-09-09T13:09:02.430238+00:00,20260909-183845,benign,203.0.113.8,GET,/api/search/vulnerable,updated firmware,0,none,200,0,0.2197,0.0,0.3383,,51.73,
2026-09-09T13:09:02.936789+00:00,20260909-183845,benign,203.0.113.8,GET,/api/search/vulnerable,logitech's mx master,0,none,200,0,0.3729,0.0,0.5743,,49.74,
2026-09-09T13:09:03.167386+00:00,20260909-183845,benign,203.0.113.8,GET,/api/orders/102,,0,none,401,0,0.0,0.0,,,4.08,
2026-09-09T13:09:03.718007+00:00,20260909-183845,benign,203.0.113.1,GET,/api/search/vulnerable,usb-c hub,0,none,200,0,0.6924,0.0,0.8585,,69.63,
2026-09-09T13:09:04.282215+00:00,20260909-183845,benign,203.0.113.1,GET,/api/search/vulnerable,o'brien headphones,0,none,200,0,0.366,0.0,0.5637,,49.82,
2026-09-09T13:09:04.628778+00:00,20260909-183845,benign,203.0.113.1,GET,/api/orders/417,,0,none,401,0,0.0,0.0,,,2.91,
2026-09-09T13:09:05.121074+00:00,20260909-183845,benign,203.0.113.2,GET,/api/search/vulnerable,updated firmware,0,none,200,0,0.2276,0.0,0.3505,,59.35,
2026-09-09T13:09:05.513198+00:00,20260909-183845,benign,203.0.113.2,GET,/api/search/vulnerable,hdmi cable,0,none,200,0,0.1965,0.0,0.3027,,52.2,
2026-09-09T13:09:05.801419+00:00,20260909-183845,benign,203.0.113.2,GET,/api/orders/203,,0,none,401,0,0.0,0.0,,,4.22,
2026-09-09T13:09:06.319434+00:00,20260909-183845,benign,203.0.113.3,GET,/api/search/vulnerable,wireless mouse,0,none,200,0,0.2048,0.0,0.3153,,61.96,
2026-09-09T13:09:06.764910+00:00,20260909-183845,benign,203.0.113.3,GET,/api/search/vulnerable,hdmi cable,0,none,200,0,0.1969,0.0,0.3032,,47.51,
2026-09-09T13:09:07.063833+00:00,20260909-183845,benign,203.0.113.3,GET,/api/orders/417,,0,none,401,0,0.0,0.0,,,2.21,
2026-09-09T13:09:07.465206+00:00,20260909-183845,benign,203.0.113.4,GET,/api/search/vulnerable,o'brien headphones,0,none,200,0,0.3657,0.0,0.5631,,58.12,
2026-09-09T13:09:08.018239+00:00,20260909-183845,benign,203.0.113.4,GET,/api/search/vulnerable,ordered list organiser,0,none,200,0,0.2301,0.0,0.3543,,47.1,
2026-09-09T13:09:08.502794+00:00,20260909-183845,benign,203.0.113.4,GET,/api/orders/102,,0,none,401,0,0.0,0.0,,,2.48,
2026-09-09T13:09:09.050930+00:00,20260909-183845,benign,203.0.113.5,GET,/api/search/vulnerable,ordered list organiser,0,none,200,0,0.2301,0.0,0.3543,,50.02,
2026-09-09T13:09:09.402462+00:00,20260909-183845,benign,203.0.113.5,GET,/api/search/vulnerable,delete key replacement,0,none,200,0,0.2061,0.0,0.3174,,47.09,
2026-09-09T13:09:09.688911+00:00,20260909-183845,benign,203.0.113.5,GET,/api/orders/888,,0,none,401,0,0.0,0.0,,,2.22,
2026-09-09T13:09:10.284578+00:00,20260909-183845,benign,203.0.113.6,GET,/api/search/vulnerable,ordered list organiser,0,none,200,0,0.2264,0.0,0.3486,,78.64,
2026-09-09T13:09:10.779522+00:00,20260909-183845,benign,203.0.113.6,GET,/api/search/vulnerable,children's tablet,0,none,200,0,0.3376,0.0,0.5199,,55.01,
2026-09-09T13:09:11.134113+00:00,20260909-183845,benign,203.0.113.6,GET,/api/orders/417,,0,none,401,0,0.0,0.0,,,4.69,
2026-09-09T13:09:11.463362+00:00,20260909-183845,benign,203.0.113.7,GET,/api/search/vulnerable,laptop stand,0,none,200,0,0.1691,0.0,0.2604,,69.03,
2026-09-09T13:09:11.984837+00:00,20260909-183845,benign,203.0.113.7,GET,/api/search/vulnerable,"""mechanical keyboard""",0,none,200,0,0.4254,0.0,0.6552,,50.22,
2026-09-09T13:09:12.386126+00:00,20260909-183845,benign,203.0.113.7,GET,/api/orders/888,,0,none,401,0,0.0,0.0,,,2.33,
2026-09-09T13:09:12.797090+00:00,20260909-183845,benign,203.0.113.8,GET,/api/search/vulnerable,delete key replacement,0,none,200,0,0.2067,0.0,0.3183,,50.46,
2026-09-09T13:09:13.128677+00:00,20260909-183845,benign,203.0.113.8,GET,/api/search/vulnerable,updated firmware,0,none,200,0,0.2196,0.0,0.3382,,44.26,
2026-09-09T13:09:13.690574+00:00,20260909-183845,benign,203.0.113.8,GET,/api/orders/888,,0,none,401,0,0.0,0.0,,,2.06,
2026-09-09T13:09:14.178918+00:00,20260909-183845,benign,203.0.113.2,POST,/api/auth/login,username=shopper01_183845,0,none,200,0,0.0,0.0,,,105.16,
2026-09-09T13:09:14.580096+00:00,20260909-183845,benign,203.0.113.1,GET,/api/search/vulnerable,monitor,0,none,200,0,0.2148,0.0,0.3308,,50.64,
2026-09-09T13:09:14.896425+00:00,20260909-183845,benign,203.0.113.1,GET,/api/search/vulnerable,gaming keyboard,0,none,200,0,0.2738,0.0,0.4216,,52.2,
2026-09-09T13:09:15.167283+00:00,20260909-183845,benign,203.0.113.1,GET,/api/orders/417,,0,none,401,0,0.0,0.0,,,4.27,
2026-09-09T13:09:15.652046+00:00,20260909-183845,benign,203.0.113.2,GET,/api/search/vulnerable,creative mouse pad,0,none,200,0,0.1429,0.0,0.2201,,65.54,
2026-09-09T13:09:16.101959+00:00,20260909-183845,benign,203.0.113.2,GET,/api/search/vulnerable,best laptop for university student under 1000,0,none,200,0,0.4465,0.0,0.6876,,53.85,
2026-09-09T13:09:16.654217+00:00,20260909-183845,benign,203.0.113.2,GET,/api/orders/101,,0,none,401,0,0.0,0.0,,,2.08,
2026-09-09T13:09:17.165468+00:00,20260909-183845,benign,203.0.113.3,GET,/api/search/vulnerable,gaming keyboard,0,none,200,0,0.2428,0.0,0.3739,,62.43,
2026-09-09T13:09:17.694282+00:00,20260909-183845,benign,203.0.113.3,GET,/api/search/vulnerable,rating >= 4,0,none,200,0,0.3724,0.0,0.5734,,49.32,
2026-09-09T13:09:18.025709+00:00,20260909-183845,benign,203.0.113.3,GET,/api/orders/203,,0,none,401,0,0.0,0.0,,,2.09,
2026-09-09T13:09:18.459148+00:00,20260909-183845,benign,203.0.113.4,GET,/api/search/vulnerable,best laptop for university student under 1000,0,none,200,0,0.3899,0.0,0.6004,,70.76,
2026-09-09T13:09:19.052235+00:00,20260909-183845,benign,203.0.113.4,GET,/api/search/vulnerable,laptop,0,none,200,0,0.2542,0.0,0.3914,,48.71,
2026-09-09T13:09:19.570961+00:00,20260909-183845,benign,203.0.113.4,GET,/api/orders/203,,0,none,401,0,0.0,0.0,,,2.03,
2026-09-09T13:09:20.173542+00:00,20260909-183845,benign,203.0.113.5,GET,/api/search/vulnerable,webcam 1080p,0,none,200,0,0.2081,0.0,0.3206,,51.48,
2026-09-09T13:09:20.758591+00:00,20260909-183845,benign,203.0.113.5,GET,/api/search/vulnerable,naïve mouse,0,none,200,0,0.2003,0.0,0.3084,,55.15,
2026-09-09T13:09:21.276334+00:00,20260909-183845,benign,203.0.113.5,GET,/api/orders/203,,0,none,401,0,0.0,0.0,,,2.74,
2026-09-09T13:09:21.832879+00:00,20260909-183845,benign,203.0.113.6,GET,/api/search/vulnerable,naïve mouse,0,none,200,0,0.2006,0.0,0.309,,51.31,
2026-09-09T13:09:22.147594+00:00,20260909-183845,benign,203.0.113.6,GET,/api/search/vulnerable,logitech's mx master,0,none,200,0,0.3729,0.0,0.5743,,50.65,
2026-09-09T13:09:22.627939+00:00,20260909-183845,benign,203.0.113.6,GET,/api/orders/888,,0,none,401,0,0.0,0.0,,,2.95,
2026-09-09T13:09:23.231021+00:00,20260909-183845,benign,203.0.113.7,GET,/api/search/vulnerable,日本語 keyboard,0,none,200,0,0.212,0.0,0.3265,,58.68,
2026-09-09T13:09:23.696540+00:00,20260909-183845,benign,203.0.113.7,GET,/api/search/vulnerable,laptop,0,none,200,0,0.2527,0.0,0.3892,,45.28,
2026-09-09T13:09:24.080101+00:00,20260909-183845,benign,203.0.113.7,GET,/api/orders/101,,0,none,401,0,0.0,0.0,,,2.21,
2026-09-09T13:09:24.683900+00:00,20260909-183845,benign,203.0.113.8,GET,/api/search/vulnerable,monitor + stand,0,none,200,0,0.4261,0.0,0.6562,,67.96,
2026-09-09T13:09:24.968365+00:00,20260909-183845,benign,203.0.113.8,GET,/api/search/vulnerable,"""mechanical keyboard""",0,none,200,0,0.3787,0.0,0.5831,,53.24,
2026-09-09T13:09:25.488546+00:00,20260909-183845,benign,203.0.113.8,GET,/api/orders/101,,0,none,401,0,0.0,0.0,,,1.97,
2026-09-09T13:09:25.779343+00:00,20260909-183845,benign,203.0.113.1,GET,/api/search/vulnerable,café keyboard,0,none,200,0,0.2141,0.0,0.3297,,50.38,
2026-09-09T13:09:26.382430+00:00,20260909-183845,benign,203.0.113.1,GET,/api/search/vulnerable,wireless mouse,0,none,200,0,0.2041,0.0,0.3144,,50.12,
2026-09-09T13:09:26.785873+00:00,20260909-183845,benign,203.0.113.1,GET,/api/orders/102,,0,none,401,0,0.0,0.0,,,5.48,
2026-09-09T13:09:27.105229+00:00,20260909-183845,benign,203.0.113.2,GET,/api/search/vulnerable,which monitor works with macbook pro 2023,0,none,200,0,0.4977,0.0,0.7664,,62.96,
2026-09-09T13:09:27.463355+00:00,20260909-183845,benign,203.0.113.2,GET,/api/search/vulnerable,hdmi cable,0,none,200,0,0.1965,0.0,0.3027,,54.87,
2026-09-09T13:09:27.983336+00:00,20260909-183845,benign,203.0.113.2,GET,/api/orders/417,,0,none,401,0,0.0,0.0,,,4.28,
2026-09-09T13:09:28.583183+00:00,20260909-183845,benign,203.0.113.3,GET,/api/search/vulnerable,logitech's mx master,0,none,200,0,0.3729,0.0,0.5743,,51.45,
2026-09-09T13:09:28.983895+00:00,20260909-183845,benign,203.0.113.3,GET,/api/search/vulnerable,monitor + stand,0,none,200,0,0.4256,0.0,0.6555,,50.49,
2026-09-09T13:09:29.434595+00:00,20260909-183845,benign,203.0.113.3,GET,/api/orders/203,,0,none,401,0,0.0,0.0,,,4.97,
2026-09-09T13:09:29.863602+00:00,20260909-183845,benign,203.0.113.4,GET,/api/search/vulnerable,日本語 keyboard,0,none,200,0,0.212,0.0,0.3265,,64.68,
2026-09-09T13:09:30.174961+00:00,20260909-183845,benign,203.0.113.4,GET,/api/search/vulnerable,  keyboard  ,0,none,200,0,0.2,0.0,0.308,,58.33,
2026-09-09T13:09:30.467608+00:00,20260909-183845,benign,203.0.113.4,GET,/api/orders/203,,0,none,401,0,0.0,0.0,,,3.81,
2026-09-09T13:09:30.763761+00:00,20260909-183845,benign,203.0.113.5,GET,/api/search/vulnerable,o'brien headphones,0,none,200,0,0.3227,0.0,0.4969,,78.53,
2026-09-09T13:09:31.074313+00:00,20260909-183845,benign,203.0.113.5,GET,/api/search/vulnerable,laptop,0,none,200,0,0.2524,0.0,0.3886,,75.2,
2026-09-09T13:09:31.508742+00:00,20260909-183845,benign,203.0.113.5,GET,/api/orders/102,,0,none,401,0,0.0,0.0,,,3.18,
2026-09-09T13:09:31.906203+00:00,20260909-183845,benign,203.0.113.6,GET,/api/search/vulnerable,keyboard,0,none,200,0,0.2149,0.0,0.331,,162.6,
2026-09-09T13:09:32.202933+00:00,20260909-183845,benign,203.0.113.6,GET,/api/search/vulnerable,selection of cables,0,none,200,0,0.1878,0.0,0.2893,,61.27,
2026-09-09T13:09:32.500783+00:00,20260909-183845,benign,203.0.113.6,GET,/api/orders/417,,0,none,401,0,0.0,0.0,,,4.23,
2026-09-09T13:09:32.850956+00:00,20260909-183845,benign,203.0.113.7,GET,/api/search/vulnerable,laptop stand,0,none,200,0,0.1693,0.0,0.2608,,64.57,
2026-09-09T13:09:33.204499+00:00,20260909-183845,benign,203.0.113.7,GET,/api/search/vulnerable,which monitor works with macbook pro 2023,0,none,200,0,0.4825,0.0,0.743,,58.08,
2026-09-09T13:09:33.585287+00:00,20260909-183845,benign,203.0.113.7,GET,/api/orders/417,,0,none,401,0,0.0,0.0,,,5.03,
2026-09-09T13:09:33.918996+00:00,20260909-183845,benign,203.0.113.8,GET,/api/search/vulnerable,27 inch monitor,0,none,200,0,0.2423,0.0,0.3732,,56.65,
2026-09-09T13:09:34.313171+00:00,20260909-183845,benign,203.0.113.8,GET,/api/search/vulnerable,usb   hub,0,none,200,0,0.2343,0.0,0.3608,,59.48,
2026-09-09T13:09:34.670229+00:00,20260909-183845,benign,203.0.113.8,GET,/api/orders/101,,0,none,401,0,0.0,0.0,,,2.58,
2026-09-09T13:09:35.207040+00:00,20260909-183845,benign,203.0.113.4,POST,/api/auth/login,username=shopper03_183845,0,none,200,0,0.0,0.0,,,90.59,
